{'M_BLOCKING=16_avg': 11.3155, 'M_BLOCKING=16_best': 11.3155, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.7034, 'M_BLOCKING=1_best': 10.7034, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.6294, 'M_BLOCKING=2_best': 10.6294, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.526399999999999, 'M_BLOCKING=31_best': 11.526399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.862300000000001, 'M_BLOCKING=4_best': 10.862300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.2241, 'M_BLOCKING=8_best': 11.2241, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1816, 'xsmm_reference_best': 1.1816, 'xsmm_reference_cpu_freq': 3.000015, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 11.2335, 'M_BLOCKING=16_best': 11.2335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.4648, 'M_BLOCKING=1_best': 11.4648, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.4952, 'M_BLOCKING=2_best': 11.4952, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.0867, 'M_BLOCKING=31_best': 11.0867, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 11.442499999999999, 'M_BLOCKING=4_best': 11.442499999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.491, 'M_BLOCKING=8_best': 11.491, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 6, 'a_nonzero': 54, 'a_rows': 9, 'a_size': 54, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p2/williams-shunn/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.4276, 'xsmm_reference_best': 0.4276, 'xsmm_reference_cpu_freq': 2.999963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 10.8011, 'M_BLOCKING=16_best': 10.8011, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.0076, 'M_BLOCKING=1_best': 10.0076, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.0555, 'M_BLOCKING=2_best': 10.0555, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.579, 'M_BLOCKING=31_best': 10.579, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.2372, 'M_BLOCKING=4_best': 10.2372, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.626900000000001, 'M_BLOCKING=8_best': 10.626900000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 9, 'a_nonzero': 54, 'a_rows': 6, 'a_size': 54, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p2/williams-shunn/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.3367, 'xsmm_reference_best': 0.3367, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 14.834999999999999, 'M_BLOCKING=16_best': 14.834999999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 14.499500000000001, 'M_BLOCKING=1_best': 14.499500000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 14.9177, 'M_BLOCKING=2_best': 14.9177, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 14.8406, 'M_BLOCKING=31_best': 14.8406, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 14.5607, 'M_BLOCKING=4_best': 14.5607, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 14.727799999999998, 'M_BLOCKING=8_best': 14.727799999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 9, 'a_nonzero': 72, 'a_rows': 12, 'a_size': 108, 'a_unique': 10, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p2/williams-shunn/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.5633000000000038, 'xsmm_reference_best': 0.5633000000000038, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 12.7716, 'M_BLOCKING=16_best': 12.7716, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.8233, 'M_BLOCKING=1_best': 11.8233, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.9226, 'M_BLOCKING=2_best': 11.9226, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 12.5642, 'M_BLOCKING=31_best': 12.5642, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 11.9712, 'M_BLOCKING=4_best': 11.9712, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 12.6219, 'M_BLOCKING=8_best': 12.6219, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 64, 'a_rows': 6, 'a_size': 72, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.8888888888888888, 'mat_file': 'data/example_mats/tri/p2/williams-shunn/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.368, 'xsmm_reference_best': 0.368, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.1662, 'M_BLOCKING=16_best': 13.1662, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 12.7116, 'M_BLOCKING=1_best': 12.7116, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 12.8315, 'M_BLOCKING=2_best': 12.8315, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.2786, 'M_BLOCKING=31_best': 13.2786, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 12.812899999999999, 'M_BLOCKING=4_best': 12.812899999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.044, 'M_BLOCKING=8_best': 13.044, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 6, 'a_nonzero': 64, 'a_rows': 12, 'a_size': 72, 'a_unique': 14, 'alpha': 1.0, 'beta': 0.0, 'density': 0.8888888888888888, 'mat_file': 'data/example_mats/tri/p2/williams-shunn/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.5319, 'xsmm_reference_best': 0.5319, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 24.4942, 'M_BLOCKING=16_best': 24.4942, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 23.6747, 'M_BLOCKING=1_best': 23.6747, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 24.713900000000002, 'M_BLOCKING=2_best': 24.713900000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 24.6798, 'M_BLOCKING=31_best': 24.6798, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 24.5466, 'M_BLOCKING=4_best': 24.5466, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 24.8865, 'M_BLOCKING=8_best': 24.8865, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 10, 'a_nonzero': 120, 'a_rows': 12, 'a_size': 120, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p3/williams-shunn/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.629, 'xsmm_reference_best': 0.629, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 25.121799999999997, 'M_BLOCKING=16_best': 25.121799999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 22.516399999999997, 'M_BLOCKING=1_best': 22.516399999999997, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 23.6131, 'M_BLOCKING=2_best': 23.6131, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 24.9922, 'M_BLOCKING=31_best': 24.9922, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 24.101300000000002, 'M_BLOCKING=4_best': 24.101300000000002, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 23.8994, 'M_BLOCKING=8_best': 23.8994, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 120, 'a_rows': 10, 'a_size': 120, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p3/williams-shunn/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.5341, 'xsmm_reference_best': 0.5341, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 33.803599999999996, 'M_BLOCKING=16_best': 33.803599999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 33.3447, 'M_BLOCKING=1_best': 33.3447, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 33.4517, 'M_BLOCKING=2_best': 33.4517, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 33.8589, 'M_BLOCKING=31_best': 33.8589, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 33.6871, 'M_BLOCKING=4_best': 33.6871, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 33.7818, 'M_BLOCKING=8_best': 33.7818, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 160, 'a_rows': 20, 'a_size': 240, 'a_unique': 20, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p3/williams-shunn/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.9002000000000001, 'xsmm_reference_best': 0.9002000000000001, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 38.6439, 'M_BLOCKING=16_best': 38.6439, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 37.24249999999999, 'M_BLOCKING=1_best': 37.24249999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 40.1927, 'M_BLOCKING=2_best': 40.1927, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 39.4, 'M_BLOCKING=31_best': 39.4, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 38.2745, 'M_BLOCKING=4_best': 38.2745, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 37.859899999999996, 'M_BLOCKING=8_best': 37.859899999999996, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 192, 'a_rows': 10, 'a_size': 200, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.96, 'mat_file': 'data/example_mats/tri/p3/williams-shunn/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7734, 'xsmm_reference_best': 0.7734, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 40.4435, 'M_BLOCKING=16_best': 40.4435, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 38.0488, 'M_BLOCKING=1_best': 38.0488, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 40.11319999999999, 'M_BLOCKING=2_best': 40.11319999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 40.5428, 'M_BLOCKING=31_best': 40.5428, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 40.4675, 'M_BLOCKING=4_best': 40.4675, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 40.4126, 'M_BLOCKING=8_best': 40.4126, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 10, 'a_nonzero': 192, 'a_rows': 20, 'a_size': 200, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.96, 'mat_file': 'data/example_mats/tri/p3/williams-shunn/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.942, 'xsmm_reference_best': 0.942, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 47.365300000000005, 'M_BLOCKING=16_best': 47.365300000000005, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 42.7438, 'M_BLOCKING=1_best': 42.7438, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 44.7761, 'M_BLOCKING=2_best': 44.7761, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 47.3652, 'M_BLOCKING=31_best': 47.3652, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 46.592600000000004, 'M_BLOCKING=4_best': 46.592600000000004, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 47.2956, 'M_BLOCKING=8_best': 47.2956, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 15, 'a_nonzero': 225, 'a_rows': 15, 'a_size': 225, 'a_unique': 39, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p4/williams-shunn/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.8507999999999999, 'xsmm_reference_best': 0.8507999999999999, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 47.373599999999996, 'M_BLOCKING=16_best': 47.373599999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 42.620400000000004, 'M_BLOCKING=1_best': 42.620400000000004, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 44.8922, 'M_BLOCKING=2_best': 44.8922, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 47.3762, 'M_BLOCKING=31_best': 47.3762, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 46.7461, 'M_BLOCKING=4_best': 46.7461, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 47.4541, 'M_BLOCKING=8_best': 47.4541, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 15, 'a_nonzero': 225, 'a_rows': 15, 'a_size': 225, 'a_unique': 78, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p4/williams-shunn/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.8785000000000001, 'xsmm_reference_best': 0.8785000000000001, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 63.390699999999995, 'M_BLOCKING=16_best': 63.390699999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 58.7033, 'M_BLOCKING=1_best': 58.7033, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 62.58489999999999, 'M_BLOCKING=2_best': 62.58489999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 63.4587, 'M_BLOCKING=31_best': 63.4587, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 63.08540000000001, 'M_BLOCKING=4_best': 63.08540000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 63.0903, 'M_BLOCKING=8_best': 63.0903, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 15, 'a_nonzero': 300, 'a_rows': 30, 'a_size': 450, 'a_unique': 39, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p4/williams-shunn/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.5231, 'xsmm_reference_best': 1.5231, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 90.9473, 'M_BLOCKING=16_best': 90.9473, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 79.57300000000001, 'M_BLOCKING=1_best': 79.57300000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 80.9315, 'M_BLOCKING=2_best': 80.9315, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 90.902, 'M_BLOCKING=31_best': 90.902, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 86.52860000000001, 'M_BLOCKING=4_best': 86.52860000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 90.41, 'M_BLOCKING=8_best': 90.41, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 30, 'a_nonzero': 432, 'a_rows': 15, 'a_size': 450, 'a_unique': 108, 'alpha': 1.0, 'beta': 0.0, 'density': 0.96, 'mat_file': 'data/example_mats/tri/p4/williams-shunn/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.0361, 'xsmm_reference_best': 1.0361, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 91.0131, 'M_BLOCKING=16_best': 91.0131, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 83.3058, 'M_BLOCKING=1_best': 83.3058, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 88.2613, 'M_BLOCKING=2_best': 88.2613, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 90.959, 'M_BLOCKING=31_best': 90.959, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 90.7142, 'M_BLOCKING=4_best': 90.7142, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 90.7619, 'M_BLOCKING=8_best': 90.7619, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 15, 'a_nonzero': 432, 'a_rows': 30, 'a_size': 450, 'a_unique': 108, 'alpha': 1.0, 'beta': 0.0, 'density': 0.96, 'mat_file': 'data/example_mats/tri/p4/williams-shunn/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.6061, 'xsmm_reference_best': 1.6061, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 74.6307, 'M_BLOCKING=16_best': 74.6307, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 71.8298, 'M_BLOCKING=1_best': 71.8298, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 72.5118, 'M_BLOCKING=2_best': 72.5118, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 81.1386, 'M_BLOCKING=31_best': 81.1386, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 77.16130000000001, 'M_BLOCKING=4_best': 77.16130000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 79.45439999999999, 'M_BLOCKING=8_best': 79.45439999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 21, 'a_nonzero': 378, 'a_rows': 18, 'a_size': 378, 'a_unique': 63, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p5/williams-shunn/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.976, 'xsmm_reference_best': 0.976, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 79.3725, 'M_BLOCKING=16_best': 79.3725, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 72.3801, 'M_BLOCKING=1_best': 72.3801, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 73.4254, 'M_BLOCKING=2_best': 73.4254, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 79.8075, 'M_BLOCKING=31_best': 79.8075, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 77.98830000000001, 'M_BLOCKING=4_best': 77.98830000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 79.5212, 'M_BLOCKING=8_best': 79.5212, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 18, 'a_nonzero': 378, 'a_rows': 21, 'a_size': 378, 'a_unique': 126, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p5/williams-shunn/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.3074999999999999, 'xsmm_reference_best': 1.3074999999999999, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 105.98029999999999, 'M_BLOCKING=16_best': 105.98029999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 103.58130000000001, 'M_BLOCKING=1_best': 103.58130000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 104.94659999999999, 'M_BLOCKING=2_best': 104.94659999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 106.1404, 'M_BLOCKING=31_best': 106.1404, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 105.88489999999999, 'M_BLOCKING=4_best': 105.88489999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 105.9304, 'M_BLOCKING=8_best': 105.9304, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 18, 'a_nonzero': 504, 'a_rows': 42, 'a_size': 756, 'a_unique': 63, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p5/williams-shunn/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.2694, 'xsmm_reference_best': 2.2694, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 181.69400000000002, 'M_BLOCKING=16_best': 181.69400000000002, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 157.7304, 'M_BLOCKING=1_best': 157.7304, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 158.2, 'M_BLOCKING=2_best': 158.2, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 181.7218, 'M_BLOCKING=31_best': 181.7218, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 176.077, 'M_BLOCKING=4_best': 176.077, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 181.3441, 'M_BLOCKING=8_best': 181.3441, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 42, 'a_nonzero': 864, 'a_rows': 21, 'a_size': 882, 'a_unique': 216, 'alpha': 1.0, 'beta': 0.0, 'density': 0.9795918367346939, 'mat_file': 'data/example_mats/tri/p5/williams-shunn/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.7094000000000005, 'xsmm_reference_best': 4.7094000000000005, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 181.715, 'M_BLOCKING=16_best': 181.715, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 166.4181, 'M_BLOCKING=1_best': 166.4181, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 168.4016, 'M_BLOCKING=2_best': 168.4016, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 181.6747, 'M_BLOCKING=31_best': 181.6747, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 180.02069999999998, 'M_BLOCKING=4_best': 180.02069999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 181.3786, 'M_BLOCKING=8_best': 181.3786, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 21, 'a_nonzero': 864, 'a_rows': 42, 'a_size': 882, 'a_unique': 216, 'alpha': 1.0, 'beta': 0.0, 'density': 0.9795918367346939, 'mat_file': 'data/example_mats/tri/p5/williams-shunn/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.9561, 'xsmm_reference_best': 1.9561, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 123.5761, 'M_BLOCKING=16_best': 123.5761, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 108.045, 'M_BLOCKING=1_best': 108.045, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 112.2594, 'M_BLOCKING=2_best': 112.2594, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 123.4808, 'M_BLOCKING=31_best': 123.4808, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 120.2098, 'M_BLOCKING=4_best': 120.2098, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 123.5384, 'M_BLOCKING=8_best': 123.5384, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 28, 'a_nonzero': 588, 'a_rows': 21, 'a_size': 588, 'a_unique': 100, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p6/williams-shunn/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1826, 'xsmm_reference_best': 1.1826, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'dense'}
